subject,body,label
get your bills under control with monthly bill manager 98 / 99,"look for a great program to get your bills under control . then look no futher , it is here and it 's called monthly bill manager 98 . download . com gives it most popular and top picks . review from zdnet ( 5 out of 5 stars ) monthly bill manager 98 is a personal-finance management system . it enables you to easily track your bills , payments , credit cards , \ loans , savings , and checking on a monthly basis . set your own groups to link bills , then budget your payments . the attractive interface offers lots of power , with a multipane window tabbed and indexed to put all of the controls at your fingertips . drag and drop payments into envelopes for the current month or preset your payments and transfers to minimize routine activities . you can choose from an editable icon library to mark your various accounts and payments . reports summarize your data to quickly show what your financial status is . the wizard-style setup sequence gets you up and running quickly by establishing your accounts , payments , and groups . on - line help , a text manual , sample data , and control tooltips provide assistance in learning the program features . if you need a powerhouse tool to track your bills and budgeting , take a look at monthly bill manager 98 . you can download the full working version and try it for 45 days . download monthly bill manager 98 http : / / www . mjksw . com / shareware / mbm98 . exe download monthly bill manager 99 ( beta ) http : / / www . mjksw . com / shareware / mbm99s . exe order it online at https : / / www . ecverify . com / ecverify / ssl / vendor / 111 * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * order monthly bill manager 98 before april 1st and get monthly bill manager 99 free * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * marc a . hale mjk software writers , inc . http : / / www . mjksw . com marchale @ mjksw . com
",1
stocks on the move !,"pdc innovative industries inc . ( symbol pdci ) , otc bulletin board is prepared for a big move says stock market analysts . recently reverse split 40 for 1 and currently trading at 4 dollars per share . if the stock hits 3 split level the price could easily hit 10 to 12 dollars per share . pdci recently announces major news concerning production and sales projections . for more info check dow jones historical new .
",1
3rd annual interdisciplinary conference,"- - - - - - - - - - - call for papers - - - - - - - - - - announcing our 3rd annual interdisciplinary conference border surjects 3 : ( dis ) locations of culture october 8-10 , 1988 , ay illinois state university , normal il papers and presentations invited on the following topics : * the politics of official language policy * the ebonics controversy * immigration history and language policy in the u . s and other countries * the threat to other dialects and ethnic groups to learn the surrounding majority language in the u . s . and other countries . * social and political pressures on bilingualism including the ramifications for such programs as bilingual education the conference welcomes diverse and creative interpretations of its topics . send abstracts proposals for papers ans panels ( 250 words ) to : ron strickland english department illinois state university normal il 61790-4240 e-mail : rlstrick @ ilstu . edu please send abstracts and proposals via email if possible . dealine for abstracts and proposals : june 30 , 1998 for more information , contact ron strickland : ph : 309-438 - 7907 email : rlstrick @ ilstu . edu
",0
,"need a photomask ? search no further . . . adtek photomask has been looking for you ! adtek is a photomask supplier that offers extended services and guarantees quality products at a competitive price . exrended services at adtek photomask . . . facilitating the photomask order process from the very beginning and promoting your understanding of the cad procedure this is our specialty and so , it is our priority ! eager to assist you in every possible way experienced in servicing universities worldwide adtek photomask meets all of your photomask needs . interested ? please reply to : serveu @ adtekphotomask . com please visit our web site : www . adtekphotomask . com
",1
diachronica xv : 1,"the spring 1998 issue of diachronica , vol . 15 , no . 1 , has just been published . it contains : _ articles _ michel ferlus , les syste ` mes de tons dans les langues viet-muong martin haspelmath , the semantic development of old presents : new futures and subjunctives without grammaticalization tomas riad , the origin of scandinavian tone accents donald winford , on the origins of african american vernacular english : a creolist perspective , part ii : linguistic features _ reviews _ gary bevington , where do words comes from ? an introduction to etymology . rev . by rex wallace jose ' del valle , el trueque s / x en el espan ~ ol antiguo . rev . by dieter wanner gereon franken , systematische etymologie : untersuchung einer ' mischsprache ' am beispiel des shakespeare - wortschatzes . rev . by terence odlin andreas jucker , historical pragmatics . rev . by nick nicholas christian lehmann , thoughts on grammaticalization . rev . by bernard comrie . _ miscellenea _ j . c . smith , report on the 13th international conference on historical linguistics saul levin , reply to bomhard 's review of levin ( 1996 ) _ publications received _ for subscription information , contact john benjamins publishers at < customer . services @ benjamins . nl > ; for submission information , contact konrad koerner < koerner @ uottawa . ca > or brian joseph < bjoseph @ ling . ohio-state . edu >",0
semcom : webnet journal : announcement & call for participation,"webnet journal : internet technologies , issues , business & education * * http : / / www . aace . org / pubs / webnet * * > > 1st announcement & call for articles & reviewers < < the webnet journal is a new quarterly print magazine focusing on www , internet , and intranet - based technologies , applications , research , and issues . published by aace , the organizer of the successful and respected webnet conference series ( http : / / www . aace . org / conf / webnet ) , the premiere issue will be available november 1998 . the webnet journal is designed to be an innovative international collaboration between and forum for the top academic and corporate laboratory researchers , developers , business people , and users . * * * * * * * * * * the journal is seeking contributors as authors , columnists , book reviewers , editorial review board members , and associate editors . * * * * * * * * * * major article topics include : - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - educational applications - commercial , business , professional , and community applications - general web tools and facilities - societal issues , including legal , standards , and international issues - ergonomic , interface , and cognitive issues - electronic publishing and digital libraries - personal applications and environments - web technical facilities ( for a list of subtopics , see http : / / www . aace . org / pubs / webnet / scope . htm ) all feature articles are carefully peer-reviewed and selected by a respected international editorial review board based on merit and perceived value of the content for readers . columnists offer how-to articles and expert commentary on the latest developments . the corporate development department showcases the latest products and discusses new developments . the abbreviated online version of the webnet journal will offer timely publication of article abstracts , columns , and related news . > links < webnet journal main page - - http : / / www . aace . org / pubs / webnet scope - - http : / / www . aace . org / pubs / webnet / scope . htm call for authors & reviewers - - http : / / www . aace . org / pubs / webnet / call . htm author guidelines - - http : / / www . aace . org / pubs / webnet / guidelines . htm article submission form - - http : / / www . aace . org / pubs / webnet / submit how to subscribe - - http : / / www . aace . org / pubs / webnet / subscribe . htm if you are interested in contributing as an author , article or book reviewer , columnist , or associate editor , please return the form at http : / / www . aace . org / pubs / webnet / call . htm or contact : webnet journal / aace p . o . box 2966 charlottesville , va 22902 usa e - mail : aace @ virginia . edu ; 804-973 - 3987 ; fax : 804-978 - 7449 http : / / www . aace . org",0
wml : deadline extended,"workshop on mathematical linguistics ( wml ) pennsylvania state university , april 17 , 1998 submissions deadline extended : january 24 information at http : / / www . urv . es / centres / grups / grlmc / index . html ( . ps files are preferred )
",0
"offering closes march 31 , 1999","offering closes march 31 , 1999 this announcement is not an offer to sell nor a solicitation of an offer to buy these securities . the offering is made only by the prospectus . net world marketing , inc . 10 , 000 , 000 common shares _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ price $ 0 . 10 per share _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ copies of the prospectus may be obtained directly from the company . copies of the prospectus may be obtained only in such states where the offering may be legally distributed . net world marketing , inc . 400 n . woodlawn , suite 18 wichita , ks 67208 tel : ( 800 ) 992-6616 fax : ( 316 ) 688-0998
",1
view the hollander collection,"view the hollander collection t h e h o l l a n d e r c o l l e c t i o n f i v e a r t i s t s . o n e f a m i l y gino hollander . painting jim hollander . photography siri hollander . sculpture to view : http : / / www . hollanderart . com scott hollander . photography barbara hollander . writing
",1
junk mail : books for linguists,"plurabelle books has a new catalogue of second hand and out of print books in linguistics and history of linguistics available . it contains 250 titles . please ask for your free copy of the catalogue ( please include your mailing address if you want a paper copy ) or visit us on the net http : / / www . plurabelle . co . uk / lingu . htm or write to dr michael cahn plurabelle books 77 garden walk cambridge cb4 3ew tel 0044 - 1223 - 366680 , fax - 571105 lingu @ plurabelle . co . uk we only sell books we would like to read open anytime at http : / / www . plurabelle . co . uk
",1
14th comparative germanic syntax workshop,"second announcement call for papers the 14th comparative germanic syntax workshop january 8 - 9 , 1999 , lund , sweden invited speakers : kenneth j . safir , rutgers jan - wouter zwart , groningen deadline for submission of abstracts : august 1 , 1998 the time allotted to each paper is 30 minutes , with an additional 10 minutes for discussion . send 3 copies of an anonymous two-page abstract , plus a camera-ready original with authors name , address , and affiliation , to 14th cgs c / o asa wikstrom institutionen fr nordiska sprk helgonabacken 14 s-223 62 lund sweden enquiries can be addressed to : christer . platzack @ nordlund . lu . se http : / / www . nordlund . lu . se / cgs
",0
history of the phonetic sciences in the united states,"call for contributions a volume tentatively entitled "" a guide to the history of the phonetic sciences in the united states "" is being prepared for initial distribution at the xivth international congress of the phonetic sciences , to be held in san francisco , august 1 - 7 , 1999 . this book , edited by arthur bronstein , john ohala , and william weigel , will be the first of its kind and promises to be a reference work of continuing value . we seek volunteers to contribute short biographical entries ( c . 200 to 800 words ) including a bibliography on about 75 americans who have played a significant role in the development of the phonetic sciences . the deadline for submission is june 30 , 1998 . you can find a style sheet , a sample contribution , and a list of suggested subject individuals at our website : http : / / trill . berkeley . edu / icphs / history / in order to avoid duplication of effort , contributors should inform us as soon as possible ( preferably by email , at the following address ) of the subjects of their proposed contributions . for further information , please email us at : icphs99 @ trill . berkeley . edu or write to us at : icphs99 university of california department of linguistics 1203 dwinelle hall berkeley , ca 94720-2650
",0
colloque : plurilinguisme et enseignement,"integrated in teh activities promoted by the grif ( groupe de reflexion interdisciplinaire sur le franais ) , the language department of the university of the algarve , faro , portugal , has promoted a scientific meeting on plurilingualism and teaching , to be held on the 4th and 5th of june . this meeting aims to foster the debate and the reflection of students , teachers , educators and supervisors on the subject of teaching a foreign language in multilingual and multicultural contexts . communications to be presented focus on the isuues of foreign language acquisition and development and also on the analysis of factors related to the foreign language learning and teaching process . invited professors : daniel coste - ens - saint cloud bernard py - universit de nuchatel more informations : http : / / www . ualg . pt / uceh / noticias . html
",0
knowledge about language bibliography,"association for language awareness knowledge about language and language awareness : an annotated bibliography by richard aplin isbn 0 9530906 0 4 over 600 items listed descriptive annotations for books full indexing under auther name classified under : teaching materials language in education the study of language the study of the english language articles in periodicals works of reference price 10 pounds sterling ( post free in uk and europe ) 2 pounds extra for postage elsewhere available from richard aplin at the address below . please make cheques payable to association for language awareness - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - | richard aplin | tel : + 44 ( 0 ) 116 252 3692 | university of leicester | school of education | fax : + 44 ( 0 ) 116 252 3653 | 21 university road | leicester le1 7rf | e-mail : trwa1 @ le . ac . uk - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
",0
our knowledge of human language : current perspectives,"nuestro conocimiento del lenguaje humano : perspectivas actuales our knowledge of human language : current perspectives chomsky , noam ( 1998 ) : nuestro conocimiento del lenguaje humano : perspectivas actuales . our knowledge of human language : current perspectives . a spanish / english bilingual edition by sally barros and emilio rivano . spanish translation and notes by german westphal . isbn 956-7003 - 46 - 7 ediciones universidad de concepcion & bravo y allende editores , santiago , chile , 1998 . the book is based on the lecture noam chomsky gave at the universidad de concepcion , chile , in november of 1996 , and it includes his remarks and comments during the follow-up discussion . for further information , contact : emilio rivano programa de doctorado en linguistica universidad de concepcion casilla 82 - c , correo 3 concepcion , chile fax : ( 56 ) 41 25 91 08 erivano @ udec . cl * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * dr . german f . westphal * office : no summer office hours * * modern languages & linguistics * tel : 410-455 - 2109 * * 134 academic building iv , b wing * fax : 410-455 - 1025 * * university of maryland * pager : 410-389 - 6049 * * baltimore county , md 21250 , u . s . a . * e - mail : < westphal @ umbc . edu > * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * webpage w / scholarship , art work , short stories & poetry http : / / research . umbc . edu / ~ westphal",0
attention smokers quit smoking immediately,"be a non-smoker in 7 days ! ! ! with kick-it * kick - it works 96 % of the time ! * supresses your craving for smoking , and eating ! * significant smoking reduction in just 48 hours ! * your system detoxified & nicotine - free in 7 days ! * the patch works only 22 % of the time * the gum works only 6 % of the time * a percentage of each sale donated to project dare ! click on the link below to learn more about kick - it http : / / www . freeyellow . com / members6 / vesl99 / to be removed from our mailing list click whitehores7 @ hotmail . com and place remove in the subject
",1
language & cognition lectures,"the blackwell / maryland lectures in language & cognition may 18-20 , 1998 university of maryland the atrium , adele h . stamp student union 2 - 5 pm presenting the best of contemporary research and debate on language and its ties with cognitive science . these lectures , sponsored by blackwell publishers , will be delivered every other year at the university of maryland , college park . the development of language , lectures by david lightfoot may 18 - marx , darwin & the 19th century linguists may 19 - 20th century historicism may 20 - children as cue - based learners for more information please contact the university of maryland linguistics department at : 301-405 - 7002
",0
noun 's restriction on its clausal modifier in english,"my colleague from new zealand pointed out that ( 1 ) sounds much more natural than ( 2 ) while ( 2 ) is also grammatically acceptable . can anybody provide a formal account of why ( 1 ) sounds more natural than ( 2 ) ? please respond directly to me at kuchida @ nova . co . jp . i will post a summary if appropriate . thank you . ( 1 ) this is the first time that i have sent a message to the mailing list . ( 2 ) this is my first time to send a message to the mailing list . = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = kaz uchida nova , inc . email : kuchida @ nova . co . jp = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
",0
for your urgent attention,"if you ' re still so happy with your job , how come you ' re reading this email ? to search our database of over 5000 it , telecoms , finance and sales positions , check out www . taps . com / jobs , europe 's leading online recruitment website . taps . com is a free and confidential service .
",1
cliticization,"call for papers : cliticization a conference on cliticization will be held at bordeaux ( france ) from the 24 to the 26th of september 1998 . the conference should focus on "" special clitics "" . communications bearing on diachronic as well as synchronic problems are welcome . i if you want to submit a paper , please send a ( provisory ) title and a short summary before the 15th of april 98 . informations and summaries : muller @ montaigne . u-bordeaux . fr or fax : + 33 556 84 52 93 postal address : claude muller universite de bordeaux-3 sciences du langage f-33405 talence cedex ( france ) . claude muller universite de bordeaux-3 ufr lettres domaine universitaire f-33405 talence fax : + ( 33 ) 556845293 e-mail : muller @ montaigne . u-bordeaux . fr
",0
palc97 proceedings,"announcing the following publication : practical applications in language corpora the proceedings of palc97 editors : barbara lewandowska-tomaszczyk & patrick james melia includes papers given at the conference by : barbara lewandowska - tomaszczyk , tony mcenery , andrew wilson , michael hoey , lou burnard , guy aston , patrick hanks , philip king , stig johansson , bengt altenberg , bernhard kettermann and many others . to order this 578 - page volume , which includes 39 papers , please contact : patrick james melia at pjmelia @ krysia . uni . lodz . pl barbara lewandowska - tomaszczyk at blt @ krysia . uni . lodz . pl or write to : ' palc97 ' professor b . lewandowska - tomaszczyk , chair of english language , university of lodz , al . kosciuszki 65 , lodz 90-514 poland
",0
50 + positions in japan : o - hayo sensei # 11 now available,"issue # 11 ( 6 / 16 / 97 ) of o - hayo sensei , the free e-mail newsletter of ( teaching ) jobs in japan , lists over 50 currently available positions . also included are current exchange rates , airfares , and a unique classified ad section that puts you in touch with japan / teaching-related information ( and people ! ) from around the world . receive issue # 11 free by sending an e-mail message with the text string "" get issue "" in the body ( or subject ) to mailto : issue @ ohayosensei . com the complete issue will be e-mailed back to you within a few hours . or you can check the www site http : / / www . ohayosensei . com for a preview and more information . good luck ! lynn cullivan editor , o - hayo sensei editor @ ohayosensei . com
",0
english ` a ' versus ` some ',"could someone direct me to literature concerned with the semantics of english ` a ' contrasted with english ` some ' ? of course , details of relevant literature dealing with any language other than english would also be most welcome . i would appreciate it if you could e-mail me directly , i will post a summary if appropriate . many thanks in advance , - shravan vasishth university address : dept . of linguistics , osu , 1712 neil ave . , columbus , oh 43210 , ( usa ) office phone : ( 1-614 ) - 292-3802 home [ and preferred mailing ] address : 549 harley drive # 10 , columbus , oh 43202 , ( usa ) home phone / fax : ( 1-614 ) - 268-8217
",0
public service notification,"notification ! ! . . government reports indicate that personal bankruptcies have recently increased 300 % . if you , a friend , or a relative are considering the possibility of bankruptcy , . . . . before spending hundreds or thousands of dollars with an attorney , we urge you to visit the website at : http : / / server8 . hypermart . net / bankam $ 99 . . . . american bankruptcy will prepare your personal bankruptcy petition for just . . . $ 99 . life is short ! give yourself a break ! get a fresh start for just $ 99 . there is no need to reply to be removed from this mailing . pursuant to proposed federal legislation , you will be notified only once . thank you for your thoughtful consideration ; american bankruptcy
",1
phonetics texts,"i am about to put together a course on practical phonetics for future high school english language teachers in taiwan . the course is also supposed to include pronunciation and intonation practice , with the intention of helping to break the cycle of poor pronunciation being passed down from teacher to student , generation after generation . does anybody have any suggestions regarding what textbooks to use ? please write to me privately and i will post a summary . happy estivating , karen steffen chung national taiwan university karchung @ ccms . ntu . edu . tw
",0
linguists needed,"resource center for cyberculture studies site url : < http : / / otal . umd . edu / ~ rccs > since its initial launch in january 1997 , the resource center for cyberculture studies has more than doubled in size and content . in addition to three new sections / wings - - "" internet interviews , "" "" conversations / collaborations , "" and "" book of the month "" ( coming july 1 ) - - the other sections , including "" courses in cyberculture "" and the "" annotated bibliography "" have grown considerably . what rccs lacks , however , is a healthy amount of essays , links , and research on cyberculture from a * linguistic perspective . * taking this into account , i am inviting all interested linguist list members to visit rccs and send along any comments , questions , and / or suggestions to help improve this avenue . of course , all other suggestions are welcome too ! the site is located at < http : / / otal . umd . edu / ~ rccs > david silver , resource center for cyberculture studies phd student , american studies , university of maryland < rccs @ otal . umd . edu >",0
yan fu 's principles,"dear sir \ dear madame , i am an italian transalator . m languages are chinese and russian . i am interested in the theory of translation ( fanyi lilun ) . i would like to study yan fu and his principles "" xin , da , ya "" . where can i find materials ? is there anything about yan fu in internet ? thank you for attention . xiexie ni de bangzhu paolo galvagni , bologna , italy
",0
nominalization in spanish,"can anyone refer us to studies on processes of nominalization , especially of infinitivs , in spanish ? please , send your answers to ebogomil @ estud . colmex . mx i will send a summary of the answers to the list . thanks in advance , elena bogomilova lozanova
",0
book : language acquisition,"language acquisition proceedings of the 22nd annual boston university conference on language development edited by annabel greenhill , mary hughes , heather littlefield , and hugh walsh issn 1080-692x isbn 1-57473 - 032 - 0 ( 2 volume set ) $ 50 . 00 paperback , 796 pages published in 1998 by cascadilla press these proceedings contain 71 papers from last november 's conference , covering a wide range of areas in language acquisition and language development . the volumes include the keynote address by annette karmiloff - smith and the plenary address by luigi rizzi . the table of contents and other details can be found on our web site at http : / / www . cascadilla . com / bucld . html or you can send a blank e-mail at bucld22 @ cascadilla . com to have the order form and table of contents automatically sent to you by e-mail . cascadilla press phone : 1-617 - 776-2370 fax : 1-617 - 776-2271 sales @ cascadilla . com http : / / www . cascadilla . com
",0
"re : 8 . 836 , galore ?","i just read , belatedly , alan harris 's communication re punctuation . what struck me was not the inappropriate "" ' "" , but the word ' galore ' . what the heck is that ? is it an obligatorily post-posed adjective ? is it unique in english ? it can't be a matter of idiomatic phrases , since it seems to me it can be added to noun plural or mass noun : come out to our ranch , we ' ve got horses galore , cattle galore , sheep galore , etc . jules levin
",0
punctuation,"have just come across your mailing on the 12 may re : punctuation . there is an email punctuation discussion group . the subscription address is ( as far as i can remember ) : punct-l @ milwaukee . tec . wi . us hope that this is of some use . caroline ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ caroline ann leathem ~ ~ msc . in speech and language processing ~ ~ edinburgh university ~ ~ ~ ~ email : cleathem @ ling . ed . ac . uk ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~
",0
sum : expressions like ' put them away yet ? ',"a big thank you to the persons who commented on my query ( linguist , vol . 8-808 ) on expressions like ' put them away yet ? ' : j . atkinson , r . m . brend , b . clark , c . davenport , d . dee , m . donohue , m . farris , n . frishberg , d . harris , j . hilferty , l . horn , d . houghton , p . lesourd , r . mc callister , c . d . nilep , j . reighard , p . svenonius , m . swart , g . h . toops , l . trask , r . wright the result is quite definite . a ) my impression that ( 2 ) see them yet ? ( 3 ) get them yet ? ( 4 ) write him yet ? ( 5 ) hear it yet ? will have a present tense reading , and that a simple past reading is not possible , has been rejected almost unanimously by my informants ( only a couple of british english speakers among them ) . for most of them the simple past interpretation is in fact dominant over the present tense interpretation ; some informants even have difficulties in imagining an appropriate situation for a present tense reading ; others , though , have reported no problems here . b ) when expressions such as ( 2 ) - ( 5 ) are used with a non-present tense meaning , there is no distinction made and perceived between meanings associated with simple past in contrast to present perfect in other constructions . ( this , then , supports bolinger saying with respect to ' put them away yet ? ' : "" i do not force you to an either-or choice between the two compatible meanings ' did you put them away yet ? ' and ' have you put them away yet ? ' , in spite of formal differences , elsewhere in the structure between _ see _ , and _ seen _ , _ do _ and _ done _ , _ go _ and _ gone _ , etc . "" . and this is what i referred to in my query as ' indeterminedness ' of meaning in contrast to ' ambiguity ' . ) c ) a number of further comments have been made , e . g . concerning the influence of context on the interpretation of these expression ; concerning the influence of the semantic class of the verbs in these expressions on their interpretation ; concerning the influence of the presence of _ yet _ . meanwhile i have found the following note in quirk et al . 's _ comprehensive grammar of the english language _ : "" in ame , the simple past is often preferred to the present perfective for the variants of the indefinite past discussed in this section [ 4 . 22 ] . compare [ _ have the children come home yet ? _ ] , for example , with _ did the children come home yet ? _ < esp ame > . "" dr . carsten breul englisches seminar universitaet bonn regina - pacis - weg 5 53113 bonn germany e-mail : c . breul @ uni-bonn . de",0
you gotta see this . . . .,"make thousands of dollars from the spam you get ! get thousands of e-mail addresses ! here is something that will make you money , costs only $ 5 , and helps solve the spam problem on the net . click here : http : / / wasi . com / safeaddress / info . idc ? reg = 1685 thanks ! ! !
",1
warning !,"warning ! you ' re about to see something great ! if you are interested , = visit this web site . . . . http : / / 207 . 36 . 85 . 71 or click here !
",1
"save hundreds at restaurants , groceries and airlines","double coupon books ! just - - $ 40 - - a low one time purchase gets the following : $ 500 grocery coupon book $ 300 fast food restaurant coupon = all of the top name places first time on the market ! this program is : * simple ! * easy ! * easy to duplicate ! * affordable ! get - a - way checks - - complimentary $ 500 airline discount coupon book your books arrive in days of your order coupons redeemable at participating retailers . fax - on - demand : ( 619 ) 622-0073 ext . 1116-01 # or 02 # this information is contained in the website request information or ask questions information hotline ( 916 ) 486-5580
",1
judging at eisteddfodau,"i would like information on award-giving at eisteddfodau , particularly from someone who has taken part in a number of them . please respond directly to me : ormsby @ servidor . unam . mx diolch am fawr . * * * * * + + + + + * * * * * harold ormsby l . centro de investigaciones y estudios superiores en antropologia social ( ciesas ) mexico ormsby @ servidor . unam . mx
",0
"re : big vs . large , et al","i would appreciate any thoughts on any differences in meaning between big and large as well as small and little . i am attempting a monosemic approach ( at the insistance of the professor ) which maintains that each word must have one meaning . we tell esl students that they mean the same thing , yet we constantly correct their choices because they do n't use the right one . how can we tell them to use the right one if we can't tell them what the right one is ? any answers or thoughts on the subject would be appreciated . my email address is browndeb @ aol . com , or if you think anyone else would be interested , the multiple recipients address [ linguist @ tamvm1 . tamu . edu ] is good . thanks in advance . deborah brownstein
",0
request for discourse list,"dear linguists i 'd like to know if there are any listservs on discourse anlysis text linguistics and pragmatics . thanks gul durmusoglu
",0
re : 6 . 192 latvia 's language policy,"what about giving martin the benefit of the doubt and assume that "" russian - speaking estonians "" is a slip of the keyboard for "" russian - speaking latvians "" ? hartmut haberland
",0
teeth bleaching & whitening kit,"your dentist can whiten and bleach your teeth at a cost of $ 300 - $ 600 . = this process has been successfully utilized by dental professionals for over 8 years . do it yourself and save $ $ $ . purchase the identical kit from a = manufacturer that supplies dentists . only $ 135 . us for internet consumers , shipped worldwide . visit the american dental supply , llc website at = http : / / www . teethwhite . com
",1
re : 6 . 293 words that are their own opposites,"sue morrish 's posting on shame in australian reminded me of a weird fact about the same word in south african english , according to some sa friends . this is that "" shame ! "" is used as an exclamation of joy by , for example , old ladies seeing a newborn baby or a fluffy animal . the supposed explanation is that "" shame ! "" as an exclamation of disapproval became an exclamation of sympathy for somebody who has been ill-treated ( so far , this parallels a shift that i ' m familiar with too ) . it then bleached out still further in sa to a mere "" back channel utterance "" , indicating that the listener was still paying ( sympathetic ) attention , and then became a positive expression of pleasure . can anybody confirm either the data or the explanation ? btw , wrt benji wald 's posting , i understood the origin of a ' lucus a non lucendo ' to be st isidore of seville 's _ origines sive etymologiae _ ( 7th c ) - according to father dinneen 's book on the history of linguistics i think . john t waterman in his little book perspectives on linguistics ( 1963 ) gives another example from the same source : bellum ( war ) from bellus ( beautiful ) , because war is far from beautiful ! regards , paul werth
",0
query : japanese dialects,"content - length : 1148 dear linguist list subscribers , i need information of any kind regarding ' innovative ' and ' conservative ' dialects and / or variations in japanese . unfortunately , i must ask that any data sent be in english ; i am fully aware of how much of a limitation this creates . thank you in advance for your cooperation and consideration . please reply directly to me at : ganelin @ netcom . com david ganelin
",0
summer school courses in japanese,"content - length : 1083 i am an undergraduate major in linguistics and will be going to japan to teach english next fall . i would like to inquire about summer school courses in japanese that stress communicative competence at the beginning level , preferrably on the east coast . are there any , and what are the specifics ? thank you in advance . robert ball jball @ pomona . edu
",0
autoantonyms,"a book that is "" in print "" when it is said that such-and - such author has x hundred thousand books "" in print "" can actually be out of print from the standpoint of the potential purchaser of that book . frank y . gladney .
",0
reduplicative constructions and polarity,"moravscik ( in greenberg 's language universals ) notes that reduplicative constructions that do not fulfill a purely grammatical function usually intensifies the base morpheme . sometimes , though , it may actually have the exact opposite function : it de-intensifies the base morpheme . i am interested in the connection between this process and the process by which the literal message of a sarcastic utterance assumes the exact opposite meaning by means of a conceptually similar feature : exaggeration ( of , say , amplitude , duration , pitch , or clarity ) . does anyone know of any further research on this particular phenomenon ? any speculations ? perhaps there is an intimate connection here with the polarity-based cognitive mapping givon ( in negation in language : pragmatics , function , ontology ) proposed ? sincerely , anders lars anders joensson macalester college email : ljonsson @ macalstr . edu
",0
aum shinri kyo,"content - length : 1513 what is aum ? the japanese police are currently investigating a religious sect called "" aum shinri kyo "" in relation to last week 's gas attack on the tokyo subway . aum shinri kyo has been translated as "" sublime truth "" in the press . with my limited knowledge of japanese , i know that shinri can be glossed as ' truth ' and kyo is a sino - japanese morpheme found at the end of the names of many if not most religions . aum , however , is a bit of a puzzler . japanese phonology only allows syllable-final [ m ] as an allophone of / n / before labial consonants , which is not the case here . does anyone know what this aum means , where it comes from , and if it is pronounced with a final [ m ] by speakers of japanese ? david p . baxter urbana , illinois dbaxter @ uxa . cso . uiuc . edu
",0
+ 0100,"kulbrandstad ) a colleague who does not yet have access to the net , has asked me to post this query : the word leisure in american english may rhyme with seizure or pleasure . can anyone answer the following : 1 . which pronuniciation is more common - / e / or / i / ? 2 . does the individual 's choice reflect regional patterns , social class , or some other factor ? i would also like to ask the same questions about the presence or absence of / l / in ga : calm , palm , psalm , almond etc . thanks in advance . lars anders kulbrandstad hedmark college , norway lak @ hamarlh . no
",0
nez perce,"does anybody know where i can get ahold of phinney 's ( sp ? ) grammar of nez perce ? i was told that a certain dr . haruo aoki at uc berkeley has written a grammar of the language in which he refers to this work , and i would like to know where i can find it . if you have any information , please address to wied6480 @ varney . idbsu . edu . jack wiedrick
",0
language issues for southwest indian migrants,"is there any information available on people from the state of kerala ( speakers of malayalam ) who have migrated to other states / countries and the language issues that they face ? i ' m after any papers / research / etc on language behaviours ( ie code-mixing / switching , incorporation of non - malayalam lexemes / grammar , "" malglish "" ( malayalam & english ) or colloquialisms / slang that follow non - malayalam word conjunctions eg : andhi-thalla = dick-head ) and on language issues facing migrant malayalee communities ( ie language maintenance , language change etc ) . does anyone know of any good sources of information ? asha rajan centre for aboriginal studies curtin university of technology perth western australia australia "" as kingfishers catch fire , dragonflies draw flame "" ( gm hopkins )
",0
